Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-11-17,171.04,171.39,169.64,170.15,21899544.0,0.0,1.0,41.146594547592166,41.23079302801579,40.80980062589765,40.93248984022923,87598176.0
2017-11-16,171.18,171.87,170.3,171.1,23637484.0,0.0,1.0,41.18027393976162,41.34626522973963,40.96857490326793,41.161028572807645,94549936.0
2017-11-15,169.97,170.3197,168.38,169.08,29158070.0,0.0,1.0,40.88918776458279,40.97331407488034,40.5066860963726,40.67508305721986,116632280.0
2017-11-14,173.04,173.48,171.18,171.34,24782487.0,0.0,1.0,41.627728721441464,41.73357823968831,41.18027393976162,41.21876467366956,99129948.0
2017-11-13,173.5,174.5,173.4,173.97,16982080.0,0.0,1.0,41.73838958142681,41.97895666835146,41.71433287273434,41.85145611228139,67928320.0
2017-11-10,175.11,175.38,174.27,174.67,25145500.0,0.63,1.0,42.12570259137549,42.19065570484515,41.923626238358786,42.019853073128644,100582000.0
2017-11-09,175.11,176.095,173.14,175.88,29185668.0,0.0,1.0,41.97430959290107,42.21041658250193,41.50209561369933,42.15888053908651,116742672.0
2017-11-08,174.66,176.24,174.33,176.24,23907639.0,0.0,1.0,41.866443455519956,42.2451734489914,41.78734162144048,42.2451734489914,95630556.0
2017-11-07,173.91,175.25,173.6,174.81,24361485.0,0.0,1.0,41.686666559884785,42.00786794675297,41.61235877635558,41.902398834646995,97445940.0
2017-11-06,172.365,174.99,171.72,174.25,35026306.0,0.0,1.0,41.31632615487632,41.94554528959944,41.16171802463007,41.768165419239395,140105224.0
2017-11-03,174.0,174.26,171.12,172.5,59398631.0,0.0,1.0,41.708239787361,41.77056244451453,41.01789650812193,41.34868599609065,237594524.0
2017-11-02,167.64,168.5,165.28,168.11,41393373.0,0.0,1.0,40.1837317123747,40.38987588603638,39.61803374744268,40.296391900306084,165573492.0
2017-11-01,169.87,169.94,165.61,166.89,33637762.0,0.0,1.0,40.718268348729964,40.735047525655915,39.69713558152216,40.00395481673952,134551048.0
2017-10-31,167.9,169.6499,166.94,169.04,36046828.0,0.0,1.0,40.24605436952824,40.66550982242423,40.01593994311521,40.5193152508937,144187312.0
2017-10-30,163.89,168.07,163.72,166.72,44700772.0,0.0,1.0,39.28484723419882,40.286803799205536,39.244097804521516,39.963205387062224,178803088.0
2017-10-27,159.29,163.6,158.7,163.05,44454160.0,0.0,1.0,38.1822156076364,39.21533350121989,38.0407911164034,39.083497111087425,177816640.0
2017-10-26,157.23,157.8295,156.78,157.41,17000469.0,0.0,1.0,37.68842840095845,37.832130066202836,37.58056226357735,37.73157485591089,68001876.0
2017-10-25,156.91,157.55,155.27,156.41,21207098.0,0.0,1.0,37.61172359215411,37.765133209762794,37.21861144703186,37.49187232839733,84828392.0
2017-10-24,156.29,157.42,156.2,157.1,17757230.0,0.0,1.0,37.46310802509569,37.73397188118603,37.441534797619475,37.657267072381686,71028920.0
2017-10-23,156.89,157.69,155.5,156.17,21984327.0,0.0,1.0,37.60692954160383,37.798691563614696,37.27374302835998,37.434343721794065,87937308.0
2017-10-20,156.61,157.75,155.96,156.25,23974146.0,0.0,1.0,37.539812833900044,37.81307371526551,37.38400619101622,37.45351992399515,95896584.0
2017-10-19,156.75,157.08,155.02,155.98,42584166.0,0.0,1.0,37.57337118775194,37.65247302183142,37.15868581515347,37.388800241566486,170336664.0
2017-10-18,160.42,160.71,159.6,159.76,16374164.0,0.0,1.0,38.45307946372674,38.52259319670568,38.25652339116561,38.29487579556778,65496656.0
2017-10-17,159.78,160.87,159.23,160.47,18997275.0,0.0,1.0,38.29966984611806,38.560945601107846,38.16783345598559,38.465064590102415,75989100.0
2017-10-16,157.9,160.0,157.65,159.88,24121452.0,0.0,1.0,37.84902909439254,38.35240440217104,37.789103462514156,38.32364009886941,96485808.0
2017-10-13,156.73,157.28,156.41,156.99,16394188.0,0.0,1.0,37.568577137201665,37.700413527334135,37.49187232839733,37.6308997943552,65576752.0
2017-10-12,156.35,157.37,155.7299,156.0,16125054.0,0.0,1.0,37.477490176746514,37.72198675481035,37.328850639435345,37.39359429211676,64500216.0
2017-10-11,155.97,156.98,155.75,156.55,16905640.0,0.0,1.0,37.386403216291356,37.62850276908006,37.333668660238374,37.52543068224923,67622560.0
2017-10-10,156.055,158.0,155.1,155.9,15617014.0,0.0,1.0,37.40677793113001,37.8729993471439,37.17786201735455,37.369624039365405,62468056.0
2017-10-09,155.81,156.73,155.485,155.84,16262923.0,0.0,1.0,37.34805081188919,37.568577137201665,37.27014749044728,37.35524188771459,65051692.0
2017-10-06,154.97,155.49,154.56,155.3,17407558.0,0.0,1.0,37.146700688777784,37.271346003084844,37.04842265249722,37.225802522857265,69630232.0
2017-10-05,154.18,155.44,154.05,155.39,21283769.0,0.0,1.0,36.95733569204207,37.25936087670917,36.92617436346531,37.24737575033348,85135076.0
2017-10-04,153.63,153.86,152.46,153.48,20163750.0,0.0,1.0,36.8254993019096,36.88063088323773,36.54504734471873,36.78954392278256,80655000.0
2017-10-03,154.01,155.09,153.91,154.48,16230293.0,0.0,1.0,36.91658626236476,37.17546499207941,36.892616009613405,37.029246450296135,64921172.0
2017-10-02,154.26,154.45,152.72,153.81,18698842.0,0.0,1.0,36.97651189424315,37.022055374470725,36.607370001872255,36.868645756862044,74795368.0
2017-09-29,153.21,154.13,152.0,154.12,26299810.0,0.0,1.0,36.724824240353904,36.94535056566639,36.43478418206249,36.94295354039125,105199240.0
2017-09-28,153.89,154.28,152.7,153.28,22005455.0,0.0,1.0,36.88782195906313,36.98130594479343,36.60257595132198,36.741603417279855,88021820.0
2017-09-27,153.8,154.7189,153.54,154.23,25504227.0,0.0,1.0,36.866248731586914,37.08651138411913,36.803926074433384,36.96932081841774,102016908.0
2017-09-26,151.78,153.92,151.69,153.14,36660045.0,0.0,1.0,36.382049626009504,36.895013034888535,36.36047639853328,36.70804506342795,146640180.0
2017-09-25,149.99,151.83,149.16,150.55,44387336.0,0.0,1.0,35.95298210176021,36.39403475238518,35.75402900392395,36.08721551716781,177549344.0
2017-09-22,152.02,152.27,150.56,151.89,46645443.0,0.0,1.0,36.43957823261276,36.49950386449115,36.08961254244295,36.40841690403599,186581772.0
2017-09-21,155.8,155.8,152.75,153.39,37511661.0,0.0,1.0,37.34565378661405,37.34565378661405,36.614561077697665,36.767970695306346,150046644.0
2017-09-20,157.9,158.26,153.83,156.07,52951364.0,0.0,1.0,37.84902909439254,37.935322004297426,36.87343980741232,37.41037346904271,211805456.0
2017-09-19,159.51,159.77,158.44,158.73,20810632.0,0.0,1.0,38.23495016368939,38.29727282084292,37.97846845924987,38.0479821922288,83242528.0
2017-09-18,160.11,160.5,157.995,158.67,28269435.0,0.0,1.0,38.37877168019754,38.472255665927825,37.87180083450633,38.03360004057799,113077740.0
2017-09-15,158.47,160.97,158.0,159.88,49114602.0,0.0,1.0,37.98565953507528,38.5849158538592,37.8729993471439,38.32364009886941,196458408.0
2017-09-14,158.99,159.4,158.09,158.28,23760749.0,0.0,1.0,38.11030484938234,38.2085828856629,37.89457257462012,37.9401160548477,95042996.0
2017-09-13,159.87,159.96,157.91,159.65,44907361.0,0.0,1.0,38.321243073594275,38.3428163010705,37.85142611966768,38.26850851754129,179629444.0
2017-09-12,162.61,163.96,158.77,160.86,71714046.0,0.0,1.0,38.97802799898146,39.30162641112477,38.05757029332935,38.55854857583271,286856184.0
2017-09-11,160.5,162.05,159.89,161.5,31580798.0,0.0,1.0,38.472255665927825,38.84379458357386,38.32603712414454,38.71195819344139,126323192.0
2017-09-08,160.86,161.15,158.53,158.63,28611535.0,0.0,1.0,38.55854857583271,38.62806230881164,38.00004168672609,38.02401193947745,114446140.0
2017-09-07,162.09,162.24,160.36,161.26,21928502.0,0.0,1.0,38.8533826846744,38.88933806380143,38.438697312075924,38.654429586838134,87714008.0
2017-09-06,162.71,162.99,160.52,161.91,21651726.0,0.0,1.0,39.001998251732815,39.06911495943661,38.4770497164781,38.81023622972195,86606904.0
2017-09-05,163.75,164.25,160.56,162.08,29536314.0,0.0,1.0,39.25128888034692,39.371140144103705,38.48663781757864,38.850985659399264,118145256.0
2017-09-01,164.8,164.94,163.63,164.05,16591051.0,0.0,1.0,39.502976534236176,39.53653488808807,39.22252457704529,39.323199638601,66364204.0
2017-08-31,163.64,164.52,163.48,164.0,26785096.0,0.0,1.0,39.22492160232043,39.43585982653237,39.18656919791825,39.31121451222531,107140384.0
2017-08-30,163.8,163.89,162.61,163.35,27269584.0,0.0,1.0,39.263274006722604,39.28484723419882,38.97802799898146,39.155407869341495,109078336.0
2017-08-29,160.1,163.12,160.0,162.91,29516910.0,0.0,1.0,38.376374654922394,39.100276288013376,38.35240440217104,39.04993875723552,118067640.0
2017-08-28,160.14,162.0,159.93,161.47,25965972.0,0.0,1.0,38.385962756022934,38.831809457198176,38.33562522524509,38.70476711761599,103863888.0
2017-08-25,159.65,160.56,159.27,159.86,25480063.0,0.0,1.0,38.26850851754129,38.48663781757864,38.177421557086134,38.318846048319145,101920252.0
2017-08-24,160.43,160.74,158.55,159.27,19818918.0,0.0,1.0,38.455476489001875,38.52978427253108,38.004835737276366,38.177421557086134,79275672.0
2017-08-23,159.07,160.47,158.88,159.98,19399081.0,0.0,1.0,38.12948105158342,38.465064590102415,38.08393757135584,38.347610351620766,77596324.0
2017-08-22,158.23,160.0,158.02,159.78,21604585.0,0.0,1.0,37.92813092847202,38.35240440217104,37.87779339769418,38.29966984611806,86418340.0
2017-08-21,157.5,157.89,155.1101,157.21,26368528.0,0.0,1.0,37.75314808338712,37.846632069117405,37.180283012882434,37.683634350408184,105474112.0
2017-08-18,157.86,159.5,156.72,157.5,27428069.0,0.0,1.0,37.839440993292,38.232553138414254,37.566180111926535,37.75314808338712,109712276.0
2017-08-17,160.52,160.71,157.84,157.86,27940565.0,0.0,1.0,38.4770497164781,38.52259319670568,37.83464694274173,37.839440993292,111762260.0
2017-08-16,161.94,162.51,160.15,160.95,27671612.0,0.0,1.0,38.81742730554736,38.95405774623009,38.38835978129808,38.58012180330893,110686448.0
2017-08-15,160.66,162.195,160.14,161.6,29465487.0,0.0,1.0,38.510608070329994,38.87855145006332,38.385962756022934,38.735928446192744,117861948.0
2017-08-14,159.32,160.21,158.75,159.85,22122734.0,0.0,1.0,38.18940668346181,38.40274193294889,38.052776242779075,38.316449023044,88490936.0
2017-08-11,156.6,158.5728,156.07,157.48,26257096.0,0.0,1.0,37.5374158086249,38.01030095490367,37.41037346904271,37.74835403283684,105028384.0
2017-08-10,159.9,160.0,154.63,155.32,40804273.0,0.63,1.0,38.328434149419685,38.35240440217104,37.065201829423174,37.23059657340753,163217092.0
2017-08-09,159.26,161.27,159.11,161.059998,26131530.0,0.0,1.0,38.02080673472834,38.500662452025864,37.98499660657181,38.45052779513835,104526120.0
2017-08-08,158.6,161.83,158.27,160.08,36205896.0,0.0,1.0,37.8632421708396,38.63435359714359,37.784459888895235,38.21656876865072,144823584.0
2017-08-07,157.06,158.92,156.6701,158.81,21870321.0,0.0,1.0,37.495591521765874,37.939637110906865,37.40250906197766,37.913376350258744,87481284.0
2017-08-04,156.07,157.4,155.69,156.39,20559852.0,0.0,1.0,37.25924467593276,37.57676114558735,37.16852568460288,37.33563961600003,82239408.0
2017-08-03,157.05,157.21,155.02,155.57,27097296.0,0.0,1.0,37.49320417988877,37.53140164992241,37.00857377883705,37.13987758207765,108389184.0
2017-08-02,159.28,159.75,156.16,157.14,69936800.0,0.0,1.0,38.025581418482545,38.13778648670634,37.280730752826685,37.514690256782686,279747200.0
2017-08-01,149.1,150.22,148.41,150.05,35368645.0,0.0,1.0,35.595267387592585,35.862649677828024,35.43054079807254,35.82206486591729,141474580.0
2017-07-31,149.9,150.33,148.13,148.73,19845920.0,0.0,1.0,35.78625473776076,35.88891043847615,35.36369522551368,35.50693573813981,79383680.0
2017-07-28,149.89,150.23,149.19,149.5,17213653.0,0.0,1.0,35.783867395883654,35.86503701970512,35.61675346448651,35.69076106267667,68854612.0
2017-07-27,153.75,153.99,147.3,150.56,32476337.0,0.0,1.0,36.705381360445074,36.76267756549552,35.165545849714206,35.9438193016495,129905348.0
2017-07-26,153.35,153.93,153.06,153.46,15780951.0,0.0,1.0,36.60988768536099,36.74835351423291,36.54065477092502,36.63614844600911,63123804.0
2017-07-25,151.8,153.84,151.8,152.74,18853932.0,0.0,1.0,36.23984969441016,36.72686743733899,36.23984969441016,36.46425983085776,75415728.0
2017-07-24,150.58,152.44,149.9,152.09,21493160.0,0.0,1.0,35.948593985403704,36.392639574544695,35.78625473776076,36.30908260884612,85972640.0
2017-07-21,149.99,150.44,148.88,150.27,26252630.0,0.0,1.0,35.80774081465468,35.915171199124266,35.542745866296336,35.87458638721354,105010520.0
2017-07-20,151.5,151.74,150.19,150.34,17243748.0,0.0,1.0,36.16822943809709,36.22552564314755,35.855487652196715,35.89129778035325,68974992.0
2017-07-19,150.48,151.42,149.95,151.02,20922969.0,0.0,1.0,35.92472056663268,36.149130703080274,35.798191447146266,36.053637027996196,83691876.0
2017-07-18,149.2,150.13,148.67,150.08,17868792.0,0.0,1.0,35.6191408063636,35.8411636009341,35.49261168687719,35.8292268915486,71475168.0
2017-07-17,148.82,150.9,148.57,149.56,23793456.0,0.0,1.0,35.528421815033724,36.02498892547097,35.46873826810617,35.70508511393928,95173824.0
2017-07-14,147.97,149.33,147.33,149.04,20132061.0,0.0,1.0,35.32549775548005,35.65017625076594,35.172707875345516,35.58094333632997,80528244.0
2017-07-13,145.5,148.49,145.44,147.77,25199373.0,0.0,1.0,34.73582431183583,35.44963953308936,34.72150026057321,35.27775091793801,100797492.0
2017-07-12,145.87,146.18,144.82,145.74,24884478.0,0.0,1.0,34.824155961288604,34.89816355947877,34.57348506419288,34.793120516886276,99537912.0
2017-07-11,144.73,145.85,144.38,145.53,19781836.0,0.0,1.0,34.55199898729896,34.8193812775344,34.46844202160039,34.74298633746713,79127344.0
2017-07-10,144.11,145.95,143.37,145.06,21090636.0,0.0,1.0,34.40398379091863,34.843254696305415,34.22732049201307,34.63078126924333,84362544.0
2017-07-07,142.9,144.75,142.9,144.18,19201712.0,0.0,1.0,34.11511542378928,34.556773671053165,34.11511542378928,34.420695184058346,76806848.0
2017-07-06,143.02,143.5,142.41,142.73,24128782.0,0.0,1.0,34.1437635263145,34.2583559364154,33.99813567181127,34.07453061187854,96515128.0
2017-07-05,143.69,144.79,142.7237,144.09,21569557.0,0.0,1.0,34.30371543208034,34.56632303856157,34.07302658649596,34.399209107164424,86278228.0
2017-07-03,144.88,145.3,143.1,143.5,14258300.0,0.0,1.0,34.58780911545549,34.688077474293785,34.16286226133131,34.2583559364154,57033200.0
2017-06-30,144.45,144.96,143.78,144.02,23024107.0,0.0,1.0,34.4851534147401,34.60690785047231,34.32520150897426,34.382497714024716,92096428.0
2017-06-29,144.71,145.13,142.28,143.68,31499368.0,0.0,1.0,34.54722430354476,34.647492662383044,33.96710022740894,34.30132809020324,125997472.0
2017-06-28,144.49,146.11,143.1601,145.83,22082432.0,0.0,1.0,34.49470278224851,34.88145216633906,34.1772101860127,34.8146065937802,88329728.0
2017-06-27,145.01,146.16,143.62,143.73,24761891.0,0.0,1.0,34.61884455985782,34.89338887572456,34.28700403894063,34.313264799588744,99047564.0
2017-06-26,147.17,148.28,145.38,145.82,25692361.0,0.0,1.0,35.13451040531187,35.399505353670214,34.707176209310596,34.81221925190309,102769444.0
2017-06-23,145.13,147.16,145.11,146.28,35439389.0,0.0,1.0,34.647492662383044,35.132123063434776,34.642717978628845,34.92203697824979,141757556.0
2017-06-22,145.77,146.7,145.1199,145.63,19106294.0,0.0,1.0,34.800282542517586,35.02230533708808,34.64508144708717,34.76685975623815,76425176.0
2017-06-21,145.52,146.0693,144.61,145.87,21265751.0,0.0,1.0,34.740598995590034,34.87173568489925,34.52335088477374,34.824155961288604,85063004.0
2017-06-20,146.87,146.87,144.94,145.01,24900073.0,0.0,1.0,35.06289014899882,35.06289014899882,34.602133166718104,34.61884455985782,99600292.0
2017-06-19,143.66,146.74,143.66,146.34,32541404.0,0.0,1.0,34.296553406449036,35.03185470459649,34.296553406449036,34.936361029512405,130165616.0
2017-06-16,143.78,144.5,142.2,142.27,50361093.0,0.0,1.0,34.32520150897426,34.49709012412561,33.94800149239212,33.96471288553184,201444372.0
2017-06-15,143.32,144.4798,142.21,144.29,32165373.0,0.0,1.0,34.21538378262756,34.49226769353387,33.950388834269226,34.44695594470647,128661492.0
2017-06-14,147.5,147.5,143.84,145.16,31531232.0,0.0,1.0,35.21329268725625,35.21329268725625,34.33952556023687,34.654654688014354,126124928.0
2017-06-13,147.16,147.45,145.15,146.59,34165445.0,0.0,1.0,35.132123063434776,35.20135597787073,34.65226734613725,34.99604457643996,136661780.0
2017-06-12,145.74,146.09,142.51,145.42,72307330.0,0.0,1.0,34.793120516886276,34.87667748258485,34.02200909058229,34.716725576819,289229320.0
2017-06-09,155.19,155.19,146.02,148.98,64882657.0,0.0,1.0,37.04915859074777,37.04915859074777,34.85996608944514,35.56661928506736,259530628.0
2017-06-08,155.25,155.54,154.4,154.99,21250798.0,0.0,1.0,37.06348264201039,37.13271555644635,36.86055858245671,37.00141175320574,85003192.0
2017-06-07,155.02,155.98,154.48,155.37,21069647.0,0.0,1.0,37.00857377883705,37.23775859903884,36.87965731747352,37.092130744535616,84278588.0
2017-06-06,153.9,155.81,153.78,154.45,26624926.0,0.0,1.0,36.74119148860161,37.19717378712811,36.712543386076376,36.87249529184222,106499704.0
2017-06-05,154.34,154.45,153.46,153.93,25331662.0,0.0,1.0,36.8462345311941,36.87249529184222,36.63614844600911,36.74835351423291,101326648.0
2017-06-02,153.58,155.45,152.89,155.45,27770715.0,0.0,1.0,36.66479654853434,37.11122947955243,36.50006995901428,37.11122947955243,111082860.0
2017-06-01,153.17,153.33,152.22,153.18,16404088.0,0.0,1.0,36.566915531573144,36.60511300160679,36.340118053248446,36.569302873450255,65616352.0
2017-05-31,153.97,154.17,152.38,152.76,24451164.0,0.0,1.0,36.757902881741316,36.80564971928336,36.37831552328208,36.46903451461196,97804656.0
2017-05-30,153.42,154.43,153.33,153.67,20126851.0,0.0,1.0,36.626599078500696,36.867720608088014,36.60511300160679,36.686282625428255,80507404.0
2017-05-26,154.0,154.24,153.31,153.61,21927637.0,0.0,1.0,36.765064907372626,36.822361112423074,36.60033831785258,36.67195857416564,87710548.0
2017-05-25,153.73,154.35,153.03,153.87,19235598.0,0.0,1.0,36.70060667669087,36.848621873071195,36.53349274529372,36.7340294629703,76942392.0
2017-05-24,153.84,154.17,152.67,153.34,19219154.0,0.0,1.0,36.72686743733899,36.80564971928336,36.44754843771804,36.607500343483885,76876616.0
2017-05-23,154.9,154.9,153.31,153.8,19918871.0,0.0,1.0,36.979925676311815,36.979925676311815,36.60033831785258,36.71731806983058,79675484.0
2017-05-22,154.0,154.58,152.91,153.99,22966437.0,0.0,1.0,36.765064907372626,36.90353073624455,36.50484464276849,36.76267756549552,91865748.0
2017-05-19,153.38,153.98,152.63,153.06,26960788.0,0.0,1.0,36.61704971099229,36.76029022361842,36.437999070209635,36.54065477092502,107843152.0
2017-05-18,151.27,153.34,151.13,152.54,33568215.0,0.0,1.0,36.11332057492375,36.607500343483885,36.07989778864432,36.41651299331571,134272860.0
2017-05-17,153.6,154.57,149.71,150.25,50767678.0,0.0,1.0,36.66957123228854,36.901143394367445,35.74089524209582,35.86981170345933,203070712.0
2017-05-16,155.94,156.06,154.72,155.47,20048478.0,0.0,1.0,37.228209231530435,37.25685733405566,36.93695352252398,37.116004163306634,80193912.0
2017-05-15,156.01,156.65,155.05,155.7,26009719.0,0.0,1.0,37.24492062467015,37.397710504804685,37.01573580446835,37.17091302647998,104038876.0
2017-05-12,154.7,156.42,154.67,156.1,32527017.0,0.0,1.0,36.93217883876977,37.34280164163133,36.92501681313846,37.266406701564065,130108068.0
2017-05-11,152.45,154.07,152.31,153.95,27255058.0,0.63,1.0,36.39502691642179,36.78177630051234,36.36160413014237,36.75312819798711,109020232.0
2017-05-10,153.63,153.94,152.11,153.26,25805692.0,0.0,1.0,36.5272550462981,36.60096102211241,36.16585800359568,36.439283397745534,103222768.0
2017-05-09,153.87,154.88,153.45,153.99,39130363.0,0.0,1.0,36.58431773725111,36.82445656167838,36.48445802808334,36.61284908272762,156521452.0
2017-05-08,149.03,153.7,149.03,153.01,48752413.0,0.0,1.0,35.433553469698666,36.54389833115939,35.433553469698666,36.37984309466948,195009652.0
2017-05-05,146.76,148.98,146.76,148.96,27327725.0,0.0,1.0,34.893835517768075,35.42166540908345,34.893835517768075,35.41691018483737,109310900.0
2017-05-04,146.52,147.14,145.81,146.53,23371872.0,0.0,1.0,34.836772826815064,34.98418477844368,34.66796236607906,34.839150438938105,93487488.0
2017-05-03,145.59,147.49,144.27,147.06,45697034.0,0.0,1.0,34.61565489937213,35.06740120275016,34.301810099130556,34.96516388145934,182788136.0
2017-05-02,147.54,148.09,146.84,147.51,45352194.0,0.0,1.0,35.07928926336537,35.21005793013269,34.91285641475241,35.072156426996244,181408776.0
2017-05-01,145.1,147.2,144.96,146.58,33602943.0,0.0,1.0,34.49915190534306,34.99845045118193,34.46586533562047,34.85103849955332,134411772.0
2017-04-28,144.09,144.3,143.27,143.65,20860358.0,0.0,1.0,34.25901308091579,34.30894293549968,34.06404888682633,34.15439814750194,83441432.0
2017-04-27,143.9225,144.16,143.31,143.79,14246347.0,0.0,1.0,34.21918807785484,34.27565636577709,34.0735593353185,34.18768471722452,56985388.0
2017-04-26,144.47,144.6,143.3762,143.68,20041241.0,0.0,1.0,34.3493623415914,34.380271299190944,34.08929912757304,34.16153098387106,80164964.0
2017-04-25,143.91,144.9,143.87,144.53,18871501.0,0.0,1.0,34.21621606270103,34.45159966288222,34.206705614208865,34.36362801432965,75486004.0
2017-04-24,143.5,143.95,143.18,143.64,17116599.0,0.0,1.0,34.1187339656563,34.2257265111932,34.04265037771895,34.15202053537889,68466396.0
2017-04-21,142.44,142.68,141.85,142.27,17320928.0,0.0,1.0,33.86670708061382,33.92376977156684,33.726427965354326,33.826287674522106,69283712.0
2017-04-20,141.22,142.92,141.16,142.44,23319562.0,0.0,1.0,33.576638401602665,33.98083246251985,33.56237272886441,33.86670708061382,93278248.0
2017-04-19,141.88,142.0,140.45,140.68,17328375.0,0.0,1.0,33.733560801723456,33.762092147199965,33.39356226812841,33.44824734695839,69313500.0
2017-04-18,141.41,142.04,141.11,141.2,14697544.0,0.0,1.0,33.62181303194047,33.77160259569213,33.550484668249204,33.57188317735658,58790176.0
2017-04-17,141.48,141.88,140.87,141.83,16582094.0,0.0,1.0,33.638456316801765,33.733560801723456,33.49342197729619,33.72167274110825,66328376.0
2017-04-13,141.91,142.38,141.05,141.05,17822880.0,0.0,1.0,33.74069363809258,33.85244140787557,33.53621899551095,33.53621899551095,71291520.0
2017-04-12,141.6,142.15,141.01,141.8,20350000.0,0.0,1.0,33.666987662278274,33.7977563290456,33.52670854701878,33.71453990473912,81400000.0
2017-04-11,142.94,143.35,140.06,141.63,30379376.0,0.0,1.0,33.98558768676593,34.083069783810664,33.30083539532977,33.6741204986474,121517504.0
2017-04-10,143.6,143.8792,142.9,143.17,18933397.0,0.0,1.0,34.14251008688672,34.208893017362065,33.97607723827377,34.0402727655959,75733588.0
2017-04-07,143.73,144.18,143.27,143.34,16658543.0,0.0,1.0,34.173419044486266,34.28041159002318,34.06404888682633,34.08069217168762,66634172.0
