image_name,image_width,image_height,top_x,top_y,bottom_x,bottom_y
licensed_car159,1280,720,0.28524857375713103,0.34057971014492705,0.606356968215158,0.6652173913043471
licensed_car160,1920,1080,0.529747351263243,0.5695652173913041,0.662591687041564,0.627536231884057
licensed_car161,570,444,0.45438596491228006,0.48198198198198205,0.5719298245614031,0.5923423423423421
licensed_car162,320,180,0.26875000000000004,0.1,0.746875,0.322222222222222
licensed_car163,600,398,0.568333333333333,0.57537688442211,0.85,0.7889447236180901
licensed_car164,650,493,0.35846153846153805,0.7525354969574031,0.656923076923076,0.8722109533468551
licensed_car165,650,400,0.17692307692307602,0.4325,0.489230769230769,0.6000000000000001
licensed_car166,320,180,0.05625,0.18888888888888802,1.0,0.8777777777777771
licensed_car167,650,572,0.44307692307692303,0.526223776223776,0.8984615384615381,0.699300699300699
licensed_car168,642,336,0.341121495327102,0.41964285714285704,0.67601246105919,0.5863095238095231
licensed_car169,250,250,0.048,0.264,0.996,0.796
licensed_car170,2000,1500,0.277913610431947,0.29456521739130404,0.872860635696821,0.7195652173913041
licensed_car171,1300,924,0.30480847595762,0.729357798165137,0.615321923390383,0.8474770642201831
licensed_car172,500,155,0.032,0.05161290322580601,0.99,0.864516129032258
licensed_car173,500,268,0.442,0.455223880597014,0.862,0.686567164179104
licensed_car174,500,234,0.418,0.35470085470085405,0.896,0.6837606837606831
licensed_car175,503,495,0.264413518886679,0.44040404040404,0.9701789264413511,0.8565656565656561
licensed_car176,400,300,0.325,0.603333333333333,0.6575000000000001,0.75
licensed_car177,400,300,0.09,0.41000000000000003,0.275,0.55
licensed_car178,725,408,0.33103448275862,0.644607843137254,0.44,0.7892156862745091
licensed_car179,1024,685,0.3798828125,0.656934306569343,0.5859375,0.7430656934306571
licensed_car180,696,388,0.31465517241379304,0.337628865979381,0.701149425287356,0.5025773195876281
licensed_car181,800,533,0.35625,0.47279549718574104,0.6212500000000001,0.600375234521576
licensed_car182,586,331,0.31228668941979504,0.61631419939577,0.43515358361774703,0.703927492447129
licensed_car183,500,344,0.338,0.7558139534883721,0.716,0.8662790697674411
licensed_car184,500,271,0.2,0.546125461254612,0.518,0.767527675276752
licensed_car185,541,423,0.38077634011090505,0.6430260047281321,0.648798521256931,0.7659574468085101
licensed_car186,600,337,0.32833333333333303,0.5519287833827891,0.675,0.6943620178041541
licensed_car187,600,400,0.38833333333333303,0.445,0.591666666666666,0.56
licensed_car188,1266,453,0.6218418907905461,0.533029612756264,0.8272208638956801,0.6674259681093391
licensed_car189,678,475,0.24483775811209402,0.421052631578947,0.8436578171091441,0.7452631578947361
licensed_car190,350,263,0.328571428571428,0.32699619771863103,0.648571428571428,0.44486692015209106
licensed_car191,960,1280,0.346875,0.7296874999999999,0.672916666666666,0.8296874999999999
licensed_car192,1250,703,0.427872860635696,0.5420289855072461,0.6226568867155661,0.6739130434782601
licensed_car193,250,250,0.012,0.088,1.0,0.756
licensed_car194,300,225,0.293333333333333,0.44,0.45333333333333303,0.568888888888888
licensed_car195,361,308,0.221606648199445,0.409090909090909,0.5512465373961211,0.597402597402597
licensed_car196,531,512,0.295668549905838,0.5234375,0.6365348399246701,0.66015625
licensed_car197,300,404,0.373333333333333,0.30693069306930604,0.7766666666666661,0.48019801980198
licensed_car198,600,337,0.325,0.5905044510385751,0.46666666666666606,0.6943620178041541
licensed_car199,704,330,0.7954545454545451,0.624242424242424,0.9517045454545451,0.757575757575757
licensed_car200,654,380,0.030581039755351,0.6421052631578941,0.152905198776758,0.839473684210526
licensed_car201,630,353,0.39841269841269805,0.5297450424929171,0.595238095238095,0.662889518413597
licensed_car202,500,333,0.198,0.6156156156156151,0.8180000000000001,0.9339339339339341
licensed_car203,600,430,0.406666666666666,0.5348837209302321,0.6283333333333331,0.7069767441860461
licensed_car204,442,333,0.361990950226244,0.633633633633633,0.644796380090497,0.7897897897897891
licensed_car205,602,339,0.166112956810631,0.460176991150442,0.44518272425249106,0.640117994100295
licensed_car206,500,289,0.726,0.5743944636678201,0.87,0.698961937716263
licensed_car207,499,287,0.276553106212424,0.22996515679442503,0.90380761523046,0.540069686411149
licensed_car208,500,358,0.308,0.547486033519553,0.754,0.7234636871508381
licensed_car209,500,355,0.112,0.622535211267605,0.53,0.8140845070422531
licensed_car210,474,354,0.27637130801687704,0.293785310734463,0.8544303797468351,0.6384180790960451
licensed_car211,500,250,0.314,0.356,0.764,0.64
licensed_car212,500,332,0.28800000000000003,0.34036144578313204,0.6960000000000001,0.599397590361445
licensed_car213,509,290,0.24361493123772102,0.379310344827586,0.7858546168958741,0.7137931034482751
licensed_car214,500,354,0.28600000000000003,0.689265536723163,0.678,0.9067796610169491
licensed_car215,500,448,0.368,0.6808035714285711,0.778,0.8258928571428571
licensed_car216,500,336,0.47400000000000003,0.30357142857142805,0.774,0.48214285714285704
licensed_car217,450,290,0.246666666666666,0.40344827586206805,0.868888888888888,0.7275862068965511
licensed_car218,500,274,0.36,0.41970802919708006,0.76,0.686131386861313
licensed_car219,397,247,0.35264483627204,0.627530364372469,0.8261964735516371,0.8582995951417001
licensed_car220,418,330,0.13157894736842102,0.5787878787878781,0.46411483253588504,0.7212121212121211
licensed_car221,429,450,0.21678321678321602,0.7377777777777771,0.6946386946386941,0.902222222222222
licensed_car222,500,333,0.28200000000000003,0.663663663663663,0.7020000000000001,0.8198198198198191
licensed_car223,500,335,0.272,0.585074626865671,0.6960000000000001,0.8298507462686561
licensed_car224,229,140,0.104803493449781,0.257142857142857,0.8165938864628821,0.7428571428571421
licensed_car225,500,393,0.28600000000000003,0.524173027989821,0.804,0.694656488549618
licensed_car226,500,291,0.372,0.336769759450171,0.726,0.5326460481099651
licensed_car227,400,224,0.25,0.6383928571428571,0.545,0.866071428571428
licensed_car228,317,215,0.34384858044164,0.49302325581395307,0.7413249211356461,0.7534883720930231
licensed_car229,330,267,0.309090909090909,0.50187265917603,0.7939393939393941,0.7490636704119851
licensed_car230,424,249,0.330188679245283,0.5983935742971881,0.764150943396226,0.8835341365461841
licensed_car231,249,239,0.052208835341365,0.48953974895397406,0.5903614457831321,0.778242677824267
licensed_car232,500,366,0.34400000000000003,0.609289617486338,0.706,0.778688524590163
licensed_car233,500,333,0.368,0.45345345345345306,0.616,0.618618618618618
licensed_car234,500,332,0.334,0.608433734939759,0.628,0.7680722891566261
licensed_car235,586,331,0.29522184300341303,0.6012084592145011,0.44197952218430003,0.719033232628398
licensed_car236,395,147,0.040506329113924,0.129251700680272,0.9291139240506321,0.8571428571428571
